会员号,手机号,等级
1303,15681166959,金卡
1304,14175546640,普通
1305,18948722893,普通
1306,18051935113,银卡
1307,17814750455,金卡
1308,16802805554,普通
1309,14881844846,普通
1310,14419535994,银卡
1311,16116239287,金卡
1312,15476460133,普通
1313,14005536232,普通
1314,19544566919,银卡
1315,19722024868,金卡
1316,18065648981,普通
1317,18049734563,普通
1318,15203225569,银卡
1319,14699334988,金卡
1320,16524203926,普通
1321,16806442681,普通
1322,17067861759,银卡
1323,13612624240,金卡
1324,17018997010,普通
1325,13223539092,普通
1326,16213812546,银卡
1327,17127363530,金卡
1328,16535854731,普通
1329,18045895339,普通
1330,13032289470,银卡
1331,17205171720,金卡
1332,13889701404,普通
1333,13019989292,普通
1334,19120303899,银卡
1335,15869409567,金卡
1336,18848082640,普通
1337,13120273454,普通
1338,17631105855,银卡
1339,18170640588,金卡
1340,15086713152,普通
1341,13351973132,普通
1342,15712631120,银卡
1343,16069892306,金卡
1344,19710689573,普通
1345,16694480417,普通
1346,15420877295,银卡
1347,15332131110,金卡
1348,15263423735,普通
1349,18729928717,普通
1350,19241242762,银卡
1351,15146124462,金卡
1352,13979212976,普通
1353,17355974296,普通
1354,15773166543,银卡
1355,15746660102,金卡
1356,14351019959,普通
1357,13439508665,普通
1358,18418324417,银卡
1359,13559853924,金卡
1360,15969847538,普通
1361,19823752015,普通
1362,15067540335,银卡
1363,18882465899,金卡
1364,14179703559,普通
1365,17869050028,普通
1366,15206121805,银卡
1367,17591667932,金卡
1368,13229208453,普通
1369,18170324563,普通
1370,14516092305,银卡
1371,15845419576,金卡
1372,17497963360,普通
1373,17247214259,普通
1374,13453427802,银卡
1375,16259214554,金卡
1376,14992650737,普通
1377,18950294552,普通
1378,14201174303,银卡
1379,16827602206,金卡
1380,14225794855,普通
1381,18496570908,普通
1382,13432014732,银卡
1383,15774184579,金卡
1384,16485955736,普通
1385,17582740322,普通
1386,14784174611,银卡
1387,13791539030,金卡
1388,16990279732,普通
1389,15897091745,普通
1390,17296425697,银卡
1391,13972682243,金卡
1392,18720536952,普通
1393,17356314680,普通
1394,14863612627,银卡
1395,15696040663,金卡
1396,16203201656,普通
1397,13095212539,普通
1398,13519214881,银卡
1399,15550601575,金卡
1400,19927894797,普通
1401,15354585230,普通
1402,13561669595,银卡
1403,14297820508,金卡
1404,17031417422,普通
1405,13697485381,普通
1406,16626720688,银卡
1407,18681814882,金卡
1408,14442029718,普通
1409,17737654051,普通
1410,15494885037,银卡
1411,13180737031,金卡
1412,14920120614,普通
1413,15190530537,普通
1414,19903265092,银卡
1415,16567332989,金卡
1416,14880634669,普通
1417,18165694928,普通
1418,13618158349,银卡
1419,13295322402,金卡
1420,14458677170,普通
1421,14652734277,普通
1422,18094558741,银卡
1423,19041242294,金卡
1424,19332087782,普通
1425,19373227034,普通
1426,14685643555,银卡
1427,18727943131,金卡
1428,15909899067,普通
1429,16046369971,普通
1430,16319251291,银卡
1431,19451896047,金卡
1432,14440542180,普通
1433,17415852227,普通
1434,18728486736,银卡
1435,17912242361,金卡
1436,19986429411,普通
1437,15569751088,普通
1438,15700866341,银卡
1439,13248057132,金卡
1440,15098992078,普通
1441,14525913700,普通
1442,14235566667,银卡
1443,19381672992,金卡
1444,13756342893,普通
1445,13459893691,普通
1446,19062648103,银卡
1447,15094100255,金卡
1448,16604229276,普通
1449,18876999122,普通
1450,14714125052,银卡
1451,19915892231,金卡
1452,19794025892,普通
1453,19384276885,普通
1454,14223071157,银卡
1455,14309009186,金卡
1456,19455198925,普通
1457,15582198775,普通
1458,18308510493,银卡
1459,14485945730,金卡
1460,15310048597,普通
1461,19570276216,普通
1462,15229063224,银卡
1463,18152349508,金卡
1464,15805096774,普通
1465,14850012173,普通
1466,16193720834,银卡
1467,15367983546,金卡
1468,18385568135,普通
1469,18272319021,普通
1470,16631372518,银卡
1471,15938205698,金卡
1472,18670198374,普通
1473,19988146294,普通
1474,13075833611,银卡
1475,17850678798,金卡
1476,16409744871,普通
1477,14210849965,普通
1478,14764554920,银卡
1479,19860514828,金卡
1480,13601956379,普通
1481,16990482406,普通
1482,14076366939,银卡
1483,19305239295,金卡
1484,15860312211,普通
1485,14122341231,普通
1486,15729692989,银卡
1487,17447490259,金卡
1488,14665594635,普通
1489,13598275594,普通
1490,19916347086,银卡
1491,18944429790,金卡
1492,16625199952,普通
1493,14207268456,普通
1494,14432272504,银卡
1495,16745015879,金卡
1496,13303571923,普通
1497,19050629148,普通
1498,14712182135,银卡
1499,17095571751,金卡
1500,19058639935,普通
1501,15122450896,普通
1502,14139931455,银卡
1503,19706138015,金卡
1504,16661927779,普通
1505,17688760309,普通
1506,19247725348,银卡
1507,17631574746,金卡
1508,14911652636,普通
1509,18796745414,普通
1510,13139860315,银卡
1511,18314573905,金卡
1512,14705556591,普通
1513,13921138925,普通
1514,16400946640,银卡
1515,14534413770,金卡
1516,14790659472,普通
1517,14629928978,普通
1518,19250933969,银卡
1519,13326618182,金卡
1520,17518498795,普通
1521,13891020124,普通
1522,19289539830,银卡
1523,16611343801,金卡
1524,16157405452,普通
1525,16713319852,普通
1526,18200923420,银卡
1527,13200739592,金卡
1528,13748665424,普通
1529,17738498773,普通
1530,17076606598,银卡
1531,18702203319,金卡
1532,13108881455,普通
1533,16269084262,普通
1534,19419197886,银卡
1535,15047973180,金卡
1536,19966110423,普通
1537,15681226502,普通
1538,19767330783,银卡
1539,16333897478,金卡
1540,14471219499,普通
1541,18383926793,普通
1542,14768522980,银卡
1543,13066676481,金卡
1544,15840586237,普通
1545,16329752548,普通
1546,18243535690,银卡
1547,13101819935,金卡
1548,14400045790,普通
1549,19541692835,普通
1550,17379778329,银卡
1551,17854523136,金卡
1552,18834014862,普通
1553,14687293402,普通
1554,13067848666,银卡
1555,13345082080,金卡
1556,13712693507,普通
1557,18446616632,普通
1558,18355878359,银卡
1559,18002828366,金卡
1560,15713108835,普通
1561,14275216797,普通
1562,18338245440,银卡
1563,19490062719,金卡
1564,16505696901,普通
1565,14155415854,普通
1566,16877716268,银卡
1567,13171741878,金卡
1568,15357460292,普通
1569,16693168732,普通
1570,13974278854,银卡
1571,18658710626,金卡
1572,14112769658,普通
1573,13186008387,普通
1574,18095549908,银卡
1575,18488533990,金卡
1576,19222601033,普通
1577,19860849353,普通
1578,13302234859,银卡
1579,13288944917,金卡
1580,15150534030,普通
1581,16719523516,普通
1582,14488345187,银卡
1583,17920112752,金卡
1584,17474163627,普通
1585,15298636505,普通
1586,15316705417,银卡
1587,18913145057,金卡
1588,13111459469,普通
1589,19038194058,普通
1590,13209456305,银卡
1591,16258449730,金卡
1592,17084457692,普通
1593,13977066231,普通
1594,18909997957,银卡
1595,19721861045,金卡
1596,14393710870,普通
1597,17129765713,普通
1598,15132466087,银卡
1599,15389187814,金卡
1600,19986904852,普通
1601,15140885463,普通
1602,17336500397,银卡
1603,15338409964,金卡
1604,14359078419,普通
1605,16859021312,普通
1606,13109410092,银卡
1607,14286080941,金卡
1608,14866364804,普通
1609,13881493430,普通
1610,19510143852,银卡
1611,14714494858,金卡
1612,16717950572,普通
1613,19939154859,普通
1614,17725573009,银卡
1615,13645625548,金卡
1616,14841691605,普通
1617,15752791120,普通
1618,18530386270,银卡
1619,16844731707,金卡
1620,19099701868,普通
1621,19935822247,普通
1622,14147621192,银卡
1623,16321488873,金卡
1624,17670278419,普通
1625,19990381101,普通
1626,19162497888,银卡
1627,13704432282,金卡
1628,13817767406,普通
1629,18654405680,普通
1630,17017299171,银卡
1631,13396553570,金卡
1632,18376285016,普通
1633,14400429904,普通
1634,15656595770,银卡
1635,19536165596,金卡
1636,13856860683,普通
1637,14813926956,普通
1638,14041878183,银卡
1639,17700688507,金卡
1640,18542499229,普通
1641,17959274533,普通
1642,18341355534,银卡
1643,15082485395,金卡
1644,18024971651,普通
1645,19461410530,普通
1646,19603633246,银卡
1647,15810571671,金卡
1648,18367357602,普通
1649,13045267611,普通
1650,14622510666,银卡
1651,16290879435,金卡
1652,15759606927,普通
1653,16759944302,普通
1654,15181589450,银卡
1655,15341798134,金卡
1656,18092303097,普通
1657,19919285079,普通
1658,18234735020,银卡
1659,14949252197,金卡
1660,13652818100,普通
1661,17114735693,普通
1662,13455737291,银卡
1663,13918689383,金卡
1664,16792526484,普通
1665,15178692180,普通
1666,13944466304,银卡
1667,15122068246,金卡
1668,19255353662,普通
1669,16033983349,普通
1670,16160258329,银卡
1671,19399676484,金卡
1672,13830044960,普通
1673,15001146946,普通
1674,19213601580,银卡
1675,14636571787,金卡
1676,14674027308,普通
1677,18800498584,普通
1678,18523012996,银卡
1679,17288511185,金卡
1680,15228013920,普通
1681,16666272630,普通
1682,18153017041,银卡
1683,18086120126,金卡
1684,19176416098,普通
1685,19091463682,普通
1686,13043421341,银卡
1687,17234535270,金卡
1688,18071643258,普通
1689,13357508675,普通
1690,15972859910,银卡
1691,17931383144,金卡
1692,19378465350,普通
1693,19052107433,普通
1694,18517572940,银卡
1695,19601324112,金卡
1696,16182989526,普通
1697,14542614997,普通
1698,18188328698,银卡
1699,14541214414,金卡
1700,13874177896,普通
1701,15611710323,普通
1702,15974904035,银卡
1703,14034987157,金卡
1704,19592790383,普通
1705,16506973582,普通
1706,13394447072,银卡
1707,17559645014,金卡
1708,17157840139,普通
1709,14789101959,普通
1710,16186946032,银卡
1711,16514510023,金卡
1712,13594321149,普通
1713,14803145847,普通
1714,15769137403,银卡
1715,18027097770,金卡
1716,13323943494,普通
1717,16353930188,普通
1718,16186086239,银卡
1719,15244816318,金卡
1720,14918634940,普通
1721,16764978144,普通
1722,16206530655,银卡
1723,15236090441,金卡
1724,15056271224,普通
1725,18343226710,普通
1726,15658363151,银卡
1727,17289726999,金卡
1728,14473923777,普通
1729,16524953528,普通
1730,17481661709,银卡
1731,15365180570,金卡
1732,13587704971,普通
1733,18873347625,普通
1734,17485775009,银卡
1735,18870030752,金卡
1736,17738680343,普通
1737,17948778057,普通
1738,16277896561,银卡
1739,16674685873,金卡
1740,19373016718,普通
1741,17968849541,普通
1742,15962593598,银卡
1743,13601320711,金卡
1744,15200280642,普通
1745,14602960265,普通
1746,19672790163,银卡
1747,17420959625,金卡
1748,15898198997,普通
1749,17461433111,普通
1750,13291642195,银卡
1751,19413193633,金卡
1752,13954801610,普通
1753,16859777498,普通
1754,13102863045,银卡
1755,19820332103,金卡
1756,13295798823,普通
1757,18186447636,普通
1758,19886191251,银卡
1759,17081756596,金卡
1760,17973139865,普通
1761,16950889998,普通
1762,13072780020,银卡
1763,19806000424,金卡
1764,18733318558,普通
1765,19444503220,普通
1766,17164701589,银卡
1767,16574647802,金卡
1768,19124148482,普通
1769,14699332591,普通
1770,16307972790,银卡
1771,19051372288,金卡
1772,17107479393,普通
1773,14531129892,普通
1774,19863957339,银卡
1775,14461853925,金卡
1776,16842431627,普通
1777,13855411096,普通
1778,18280594476,银卡
1779,19257291348,金卡
1780,19879005772,普通
1781,19523069340,普通
1782,19929865561,银卡
1783,16956322802,金卡
1784,17162519910,普通
1785,16029138509,普通
1786,17195616762,银卡
1787,15068026899,金卡
1788,19817157667,普通
1789,19641397174,普通
1790,16172459356,银卡
1791,15625611597,金卡
1792,13514407337,普通
1793,16929511672,普通
1794,15040165640,银卡
1795,14807240326,金卡
1796,13593667929,普通
1797,15861382263,普通
1798,17693143046,银卡
1799,16479820963,金卡
1800,18384846250,普通
1801,13373700779,普通
1802,13614583228,银卡
1803,18614260240,金卡
1804,18517046283,普通
1805,15334383736,普通
1806,14713512873,银卡
1807,18422176183,金卡
1808,19759618208,普通
1809,14480222590,普通
1810,16611238988,银卡
1811,16244933318,金卡
1812,15562026363,普通
1813,16056908774,普通
1814,17679753945,银卡
1815,13512132314,金卡
1816,16127091177,普通
1817,19249529969,普通
1818,16583591344,银卡
1819,15474476525,金卡
1820,15332175931,普通
1821,19998877931,普通
1822,17457538218,银卡
1823,18152384728,金卡
1824,17266059933,普通
1825,16399858653,普通
1826,16915370633,银卡
1827,16096072099,金卡
1828,15118719385,普通
1829,19228786347,普通
1830,17030045106,银卡
1831,17509635510,金卡
1832,19064561140,普通
1833,19271375943,普通
1834,14620998411,银卡
1835,19495069544,金卡
1836,17082015062,普通
1837,17779536726,普通
1838,13444767921,银卡
1839,14057191648,金卡
1840,14545021525,普通
1841,16018572830,普通
1842,17606662778,银卡
1843,13080444207,金卡
1844,18480585742,普通
1845,18824603820,普通
1846,13465627894,银卡
1847,17064372008,金卡
1848,13490999952,普通
1849,17723098546,普通
1850,14904528607,银卡
1851,13577548516,金卡
1852,18181268862,普通
1853,17927977911,普通
1854,18590944791,银卡
1855,17680050496,金卡
1856,17997475321,普通
1857,13302160612,普通
1858,17541690372,银卡
1859,18293689974,金卡
1860,13335787569,普通
1861,13323962834,普通
1862,14849493402,银卡
1863,17384645784,金卡
1864,14171881109,普通
1865,16082180592,普通
1866,14310510088,银卡
1867,14663693873,金卡
1868,15810512881,普通
1869,18104775431,普通
1870,15327324350,银卡
1871,16429336642,金卡
1872,14678500838,普通
1873,19428407736,普通
1874,18598054773,银卡
1875,14399210071,金卡
1876,18967610734,普通
1877,16034250284,普通
1878,17283080316,银卡
1879,16300128435,金卡
1880,19549515546,普通
1881,16752540603,普通
1882,18500513526,银卡
1883,13219258642,金卡
1884,17496032151,普通
1885,15231974485,普通
1886,17377402387,银卡
1887,14005358728,金卡
1888,18382591375,普通
1889,18171450123,普通
1890,17035203725,银卡
1891,18567875226,金卡
1892,18382448074,普通
1893,15806856565,普通
1894,16126938617,银卡
1895,19126404508,金卡
1896,18559009529,普通
1897,16297368972,普通
1898,14972550318,银卡
1899,19532281482,金卡
1900,15412578756,普通
1901,14690641573,普通
1902,18340695138,银卡
1903,15790339082,金卡
1904,18710816105,普通
1905,16883083983,普通
1906,18487851169,银卡
1907,18610729908,金卡
1908,14708830951,普通
1909,19773528685,普通
1910,17370381121,银卡
1911,19050742499,金卡
1912,18548162533,普通
1913,17481419595,普通
1914,19045709866,银卡
1915,16562123707,金卡
1916,15417864808,普通
1917,16770619969,普通
1918,13404090303,银卡
1919,17385966561,金卡
1920,16191355748,普通
1921,16774677424,普通
1922,18633851100,银卡
1923,14865154223,金卡
1924,13154908647,普通
1925,19338334124,普通
1926,19052804058,银卡
1927,16516686160,金卡
1928,19688762075,普通
1929,16911252137,普通
1930,16918026572,银卡
1931,14855334100,金卡
1932,17303754374,普通
1933,18138350965,普通
1934,16270790699,银卡
1935,16584282598,金卡
1936,14689984113,普通
1937,16038618490,普通
1938,13911451731,银卡
1939,13736393348,金卡
1940,16023383362,普通
1941,13316221464,普通
1942,17484085227,银卡
1943,17738861152,金卡
1944,19013549471,普通
1945,13598748575,普通
1946,13642921831,银卡
1947,19254723515,金卡
1948,13515326341,普通
1949,17279504686,普通
1950,16121353393,银卡
1951,15355269082,金卡
1952,19128485733,普通
1953,17189540382,普通
1954,16631118874,银卡
1955,15765868792,金卡
1956,13080093746,普通
1957,13144109179,普通
1958,18940984981,银卡
1959,19683760283,金卡
1960,13563544431,普通
1961,19447653280,普通
1962,18835445789,银卡
1963,18902868409,金卡
1964,19575894427,普通
1965,13084856507,普通
1966,17662953011,银卡
1967,18965450508,金卡
1968,18809393063,普通
1969,16547211693,普通
1970,15589538103,银卡
1971,15786932638,金卡
1972,18086506400,普通
1973,19188140953,普通
1974,15041593606,银卡
1975,17045035594,金卡
1976,17042059492,普通
1977,17297351230,普通
1978,13685500799,银卡
1979,15000905500,金卡
1980,19259168109,普通
1981,13426439839,普通
1982,15530878949,银卡
1983,13534271333,金卡
1984,18672406766,普通
1985,15312634547,普通
1986,18914265858,银卡
1987,14499044986,金卡
1988,19630943958,普通
1989,16334583621,普通
1990,14887954782,银卡
1991,13636162432,金卡
1992,13353117360,普通
1993,18468622889,普通
1994,16846389300,银卡
1995,19560160153,金卡
1996,16851565595,普通
1997,19082052306,普通
1998,15553949129,银卡
1999,15996311026,金卡
2000,16081779196,普通
2001,15330268315,普通
2002,17416558100,银卡
2003,17298716823,金卡
2004,13946872427,普通
2005,15815738514,普通
2006,14506824530,银卡
2007,14144524766,金卡
2008,19585420639,普通
2009,14322018190,普通
2010,14196852017,银卡
2011,16919186928,金卡
2012,19461020641,普通
2013,19731279009,普通
2014,17577816197,银卡
2015,19567240274,金卡
2016,16834563637,普通
2017,18464220809,普通
2018,19046970000,银卡
2019,18154398986,金卡
2020,19822237616,普通
2021,16761449149,普通
2022,13601827001,银卡
2023,19076077473,金卡
2024,19858046371,普通
2025,13818176961,普通
2026,15988071592,银卡
2027,16665098453,金卡
2028,14837350505,普通
2029,18909984953,普通
2030,18590704638,银卡
2031,15458963316,金卡
2032,14362063746,普通
2033,15768135987,普通
2034,14809849845,银卡
2035,18688231580,金卡
2036,19609566039,普通
2037,19411700998,普通
2038,14405738505,银卡
2039,18829421952,金卡
2040,15258253075,普通
2041,16963275169,普通
2042,19606385113,银卡
2043,14594197869,金卡
2044,15121073315,普通
2045,16197591517,普通
2046,14498123284,银卡
2047,19777492817,金卡
2048,13800015142,普通
2049,15112449808,普通
2050,14553751377,银卡
2051,15803267653,金卡
2052,15324635380,普通
2053,17349599389,普通
2054,14009107682,银卡
2055,17713675818,金卡
2056,14000328672,普通
2057,16361213404,普通
2058,14020460578,银卡
2059,18538111763,金卡
2060,19368027036,普通
2061,15427679391,普通
2062,19022227164,银卡
2063,13400758079,金卡
2064,19575485437,普通
2065,16454906711,普通
2066,19249113355,银卡
2067,16857686405,金卡
2068,19229355334,普通
2069,17434531858,普通
2070,18075317990,银卡
2071,18808468226,金卡
2072,14589084073,普通
2073,14021650839,普通
2074,13228177973,银卡
2075,17011344533,金卡
2076,14076411555,普通
2077,15144596026,普通
2078,18276075622,银卡
2079,17926665997,金卡
2080,18562694122,普通
2081,17121081915,普通
2082,17052080404,银卡
2083,18321902944,金卡
2084,14756316645,普通
2085,13394208218,普通
2086,16693609205,银卡
2087,13348099667,金卡
2088,15517932051,普通
2089,13220120984,普通
2090,17075350860,银卡
2091,17997500045,金卡
2092,14137680575,普通
2093,13238933535,普通
2094,16845784957,银卡
2095,16524159041,金卡
2096,13507053109,普通
2097,16457772411,普通
2098,19886469438,银卡
2099,16176280963,金卡
2100,14380752420,普通
2101,15698851292,普通
2102,15797451088,银卡
2103,13662490630,金卡
2104,16689798332,普通
2105,17813249496,普通
2106,19394459017,银卡
2107,13781272852,金卡
2108,18125869706,普通
2109,17994525332,普通
2110,19701644540,银卡
2111,14893053627,金卡
2112,19587723462,普通
2113,17223656098,普通
2114,13925103305,银卡
2115,15778942025,金卡
2116,18214891163,普通
2117,15539067928,普通
2118,13999123809,银卡
2119,14477765055,金卡
2120,13959450946,普通
2121,15531948078,普通
2122,18781772023,银卡
2123,14245396684,金卡
2124,17345668708,普通
2125,16386657956,普通
2126,16989085635,银卡
2127,16864280067,金卡
2128,16901006961,普通
2129,16802081412,普通
2130,15593224498,银卡
2131,14946697170,金卡
2132,15350010806,普通
2133,18093791065,普通
2134,18175433169,银卡
2135,13362507533,金卡
2136,16101283959,普通
2137,14746875189,普通
2138,19943173554,银卡
2139,19328651661,金卡
2140,17213826156,普通
2141,15625124067,普通
2142,19074499860,银卡
2143,18621040491,金卡
2144,16214058667,普通
2145,14647188931,普通
2146,17409627851,银卡
2147,14133949260,金卡
2148,13058004082,普通
2149,13810776311,普通
2150,17600533120,银卡
2151,14157487241,金卡
2152,15977049920,普通
2153,15898950093,普通
2154,15156289721,银卡
2155,14290398075,金卡
2156,19530753095,普通
2157,13625080203,普通
2158,16517239051,银卡
2159,16286474413,金卡
2160,14896930803,普通
2161,15563317866,普通
2162,15257835259,银卡
2163,15765094881,金卡
2164,15679716831,普通
2165,13992163014,普通
2166,13631045862,银卡
2167,19237220829,金卡
2168,17883375117,普通
2169,16689866362,普通
2170,19012671509,银卡
2171,16631328567,金卡
2172,18360076032,普通
2173,14354557643,普通
2174,19709562061,银卡
2175,16938198803,金卡
2176,16680916746,普通
2177,15131892287,普通
2178,13678873324,银卡
2179,17401232684,金卡
2180,15718369174,普通
2181,14742379029,普通
2182,16729856300,银卡
2183,18733830288,金卡
2184,16963331430,普通
2185,17185997371,普通
2186,13613337562,银卡
2187,16701170744,金卡
2188,13285937887,普通
2189,19520833028,普通
2190,19896381633,银卡
2191,16717673566,金卡
2192,18271263805,普通
2193,16032304376,普通
2194,14821480720,银卡
2195,19808866624,金卡
2196,15035298090,普通
2197,13108704724,普通
2198,17325259007,银卡
2199,19651395093,金卡
2200,14564000242,普通
2201,16157614290,普通
2202,15195404505,银卡
2203,18411289727,金卡
2204,14886961525,普通
2205,14770528811,普通
2206,17158872427,银卡
2207,13203675897,金卡
2208,19355240430,普通
2209,15393620109,普通
2210,17765236488,银卡
2211,13687436586,金卡
2212,15647864745,普通
2213,13667345887,普通
2214,13819532587,银卡
2215,15519628193,金卡
2216,13018010962,普通
2217,16468349072,普通
2218,19989725891,银卡
2219,15931974631,金卡
2220,15250486287,普通
2221,19574876491,普通
2222,17296620721,银卡
2223,13671814461,金卡
2224,16126732326,普通
2225,17088415042,普通
2226,19906205379,银卡
2227,13986440715,金卡
2228,16705919037,普通
2229,13058656922,普通
2230,17564554685,银卡
2231,19334711141,金卡
2232,15609545242,普通
2233,19030665298,普通
2234,15465456101,银卡
2235,19651101142,金卡
2236,19815705640,普通
2237,19961519822,普通
2238,19836857692,银卡
2239,19604460647,金卡
2240,19177319432,普通
2241,15456126136,普通
2242,16119762168,银卡
2243,19407990824,金卡
2244,17840764963,普通
2245,13867759024,普通
2246,13359261843,银卡
2247,16044560574,金卡
2248,16707070055,普通
2249,15043813606,普通
2250,13398305078,银卡
2251,14063277499,金卡
2252,16164268135,普通
2253,13692773218,普通
2254,14442739780,银卡
2255,18091756120,金卡
2256,15996670554,普通
2257,18274950105,普通
2258,17900396002,银卡
2259,14452204124,金卡
2260,16367178336,普通
2261,13925934221,普通
2262,17751977257,银卡
2263,15923803439,金卡
2264,14846464968,普通
2265,19964465005,普通
2266,15758090945,银卡
2267,17877544864,金卡
2268,18454816286,普通
2269,17442934213,普通
2270,17653800050,银卡
2271,13717282112,金卡
2272,15758686136,普通
2273,14651024463,普通
2274,17542659105,银卡
2275,14339398813,金卡
2276,19147146177,普通
2277,13359998253,普通
2278,14149017088,银卡
2279,14194548259,金卡
2280,17511398207,普通
2281,19775861651,普通
2282,15069983621,银卡
2283,15405397175,金卡
2284,17701559103,普通
2285,15792060439,普通
2286,13295770599,银卡
2287,13050077345,金卡
2288,19067083677,普通
2289,14001497399,普通
2290,13975443822,银卡
2291,17732793253,金卡
2292,18942252471,普通
2293,15888751297,普通
2294,13137369433,银卡
2295,14477977694,金卡
2296,16965712709,普通
2297,17801055162,普通
2298,19594945148,银卡
2299,19937865059,金卡
2300,16912026924,普通
2301,17858134192,普通
2302,14689571946,银卡
2303,16773296457,金卡
2304,16729506945,普通
2305,14385551555,普通
2306,13186756337,银卡
2307,15658694403,金卡
2308,19232674282,普通
2309,14483098074,普通
2310,18438412011,银卡
2311,17804343272,金卡
2312,19360660445,普通
2313,17612316895,普通
2314,15055217338,银卡
2315,18426230656,金卡
2316,14477409587,普通
2317,16219639479,普通
2318,13423847552,银卡
2319,13334634053,金卡
2320,17743956142,普通
2321,18607298161,普通
2322,16135705449,银卡
2323,19997047006,金卡
2324,19616975759,普通
2325,14696534737,普通
2326,13983442240,银卡
2327,14206019535,金卡
2328,18803870167,普通
2329,13405010948,普通
2330,19324339592,银卡
2331,15182661297,金卡
2332,15045696214,普通
2333,15983103769,普通
2334,18190069825,银卡
2335,15659751317,金卡
2336,18194488086,普通
2337,14668578483,普通
2338,19890189875,银卡
2339,13443536725,金卡
2340,17472361369,普通
2341,18521958222,普通
2342,19692164940,银卡
2343,19290101516,金卡
2344,17374141625,普通
2345,18147281039,普通
2346,13382779590,银卡
2347,14544505240,金卡
2348,16479565454,普通
2349,17634233487,普通
2350,19188373417,银卡
2351,18405329362,金卡
2352,14916247944,普通
2353,19374614884,普通
2354,15301953653,银卡
2355,19582921952,金卡
2356,13692045917,普通
2357,15824734109,普通
2358,18086859413,银卡
2359,16405868759,金卡
2360,18309090528,普通
2361,16941187124,普通
2362,16880083520,银卡
2363,18457860686,金卡
2364,13924011724,普通
2365,18900242374,普通
2366,17761157617,银卡
2367,16338861358,金卡
2368,16538352433,普通
2369,18259344054,普通
2370,13893802489,银卡
2371,15054332200,金卡
2372,15283274527,普通
2373,13044572382,普通
2374,17517583508,银卡
2375,16725968891,金卡
2376,16211155623,普通
2377,15486059888,普通
2378,19490659230,银卡
2379,13440196119,金卡
2380,15049921024,普通
2381,19120410314,普通
2382,18356044305,银卡
2383,16227334814,金卡
2384,18286032800,普通
2385,18138425999,普通
2386,18943292784,银卡
2387,15945164497,金卡
2388,16313006209,普通
2389,16851128077,普通
2390,17597925703,银卡
2391,19353679862,金卡
2392,15015629627,普通
2393,18618009400,普通
2394,19637009330,银卡
2395,16827365765,金卡
2396,16638466043,普通
2397,19194160963,普通
2398,13141619579,银卡
2399,14828274235,金卡
2400,14612928044,普通
2401,18819925054,普通
2402,18710354479,银卡
2403,16213401890,金卡
2404,13953893724,普通
2405,15052834911,普通
2406,15959231519,银卡
2407,18453229633,金卡
2408,13467731797,普通
2409,16397766511,普通
2410,18486000027,银卡
2411,19985880342,金卡
2412,13283423045,普通
2413,19075356992,普通
2414,16049563498,银卡
2415,18928778548,金卡
2416,18722228885,普通
2417,18845147954,普通
2418,17403106676,银卡
2419,14662908331,金卡
2420,14048472142,普通
2421,16279762193,普通
2422,17809927331,银卡
2423,15925470070,金卡
2424,19625791447,普通
2425,14199186457,普通
2426,17740228118,银卡
2427,14617128847,金卡
2428,14883063803,普通
2429,17542649468,普通
2430,16999575440,银卡
2431,14058685975,金卡
2432,17173269241,普通
2433,19665190372,普通
2434,15344705001,银卡
2435,14875937034,金卡
2436,16835061770,普通
2437,18526140517,普通
2438,17242853587,银卡
2439,18794193331,金卡
2440,16401744234,普通
2441,17107453372,普通
2442,17333452591,银卡
2443,15943544147,金卡
2444,18877406022,普通
2445,19419630131,普通
2446,18982452312,银卡
2447,16752811849,金卡
2448,19336818871,普通
2449,15018244822,普通
2450,13498268735,银卡
2451,13634489507,金卡
2452,18749110110,普通
2453,15934518374,普通
2454,13812970385,银卡
2455,16822483886,金卡
2456,16353495993,普通
2457,19386246963,普通
2458,14146863173,银卡
2459,17957026546,金卡
2460,13301016951,普通
2461,18734907612,普通
2462,16237603574,银卡
2463,18037303142,金卡
2464,19404308537,普通
2465,15800697427,普通
2466,13516781083,银卡
2467,18093084568,金卡
2468,14035497434,普通
2469,17399337305,普通
2470,15466696786,银卡
2471,19365618278,金卡
2472,15024848968,普通
2473,14173282325,普通
2474,18229176461,银卡
2475,13741872320,金卡
2476,14449524180,普通
2477,17525544952,普通
2478,18238533306,银卡
2479,14819628466,金卡
2480,16137770537,普通
2481,14556454855,普通
2482,14683069620,银卡
2483,15919179385,金卡
2484,18825033241,普通
2485,19468526198,普通
2486,17623131249,银卡
2487,17242737660,金卡
2488,16192846404,普通
2489,15069909311,普通
2490,15347300327,银卡
2491,18419577727,金卡
2492,17077800803,普通
2493,14056807722,普通
2494,15053861704,银卡
2495,13220195426,金卡
2496,15260261182,普通
2497,18927038855,普通
2498,17585154765,银卡
2499,16988915626,金卡
2500,17863201668,普通
2501,18178374497,普通
2502,13662268357,银卡
2503,15064096061,金卡
2504,14654142569,普通
2505,18980371399,普通
2506,13137460400,银卡
2507,17048349551,金卡
2508,19134472523,普通
2509,16163935398,普通
2510,18736525987,银卡
2511,18186242136,金卡
2512,17060961978,普通
2513,17351661606,普通
2514,13041199981,银卡
2515,13420204653,金卡
2516,14549188312,普通
2517,19875873323,普通
2518,17145352274,银卡
